SEMAFORO,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,CALIDAD_ALC,CALIDAD_CONDUC,CALIDAD_SDT_ra,CALIDAD_SDT_salin,CALIDAD_FLUO,CALIDAD_DUR,CALIDAD_COLI_FEC,CALIDAD_N_NO3,CALIDAD_AS,CALIDAD_CD,CALIDAD_CR,CALIDAD_HG,CALIDAD_PB,CALIDAD_MN,CALIDAD_FE,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
1,POZO EJIDO SAN JOSE,NOROESTE,SONORA,TUBUTAMA,BUSANI,POZO,-111.40456,30.72676,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO EJIDO SAN MANUEL,NOROESTE,SONORA,TUBUTAMA,BUSANI,POZO,-111.42039,30.62337,Media,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Suave,Buena calidad,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
1,POZO EL CALLEJON,NOROESTE,SONORA,TRINCHERAS,MAGDALENA,POZO,-111.52424,30.40185,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO ESTACION LLANO,NOROESTE,SONORA,SANTA ANA,LA TINAJA,POZO,-111.10273,30.3647,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Media,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
2,POZO LOS HOYOS,NOROESTE,SONORA,CUMPAS,CUMPAS,POZO,-109.78725,30.12831,Media,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO CUMPAS,NOROESTE,SONORA,CUMPAS,CUMPAS,POZO,-109.78207,29.98647,Alta,Permisible para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Buena calidad,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO SAHUARIPA SA-04,NOROESTE,SONORA,SAHUARIPA,RIO SAHUARIPA,POZO,-109.22978,29.04973,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,LA POZA,NOROESTE,SONORA,CARBO,RIO ZANJON,POZO,-110.96012,29.86644,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,EL VAPOR,NOROESTE,SONORA,CARBO,RIO ZANJON,POZO,-110.93517,29.65365,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO FABRICA DE LOS ANGELES,NOROESTE,SONORA,SAN MIGUEL DE HORCASITAS,RIO SAN MIGUEL,POZO,-110.7555,29.44813,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Media,Potable - Dura,Aceptable,Potable - Buena calidad,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
2,POZO SAUZ DE URES,NOROESTE,SONORA,URES,RIO SONORA,POZO,-110.43803,29.40136,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Media,Muy dura e indeseable usos industrial y domestico,Buena calidad,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,SAN PABLO DE ACONCHI,NOROESTE,SONORA,ACONCHI,RIO SONORA,POZO,-110.20114,29.77367,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Contaminada,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI
1,POZO ARIZPE,NOROESTE,SONORA,ARIZPE,RIO BACANUCHI,POZO,-110.16094,30.34119,Alta,Buena para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO TAHUICHOPA,NOROESTE,SONORA,ARIZPE,RIO BACANUCHI,POZO,-110.15789,30.37335,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Media,Potable - Dura,Aceptable,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO BACOACHI,NOROESTE,SONORA,BACOACHI,RIO BACOACHI,POZO,-109.95586,30.63566,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,NUEVO POZO CHINAPA,NOROESTE,SONORA,ARIZPE,RIO BACOACHI,POZO,-110.03386,30.43986,Alta,Buena para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO BENJAMIN HILL,NOROESTE,SONORA,BENJAMIN HILL,LA TINAJA,POZO,-111.10934,30.17053,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO NO. 2 EL GUEYPARIN,NOROESTE,SONORA,OPODEPE,RIO ZANJON,POZO,-111.03294,30.04605,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO VILLA DEL REAL,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,-111.01328,29.15153,Alta,Permisible para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Dura,Aceptable,Potable - Buena calidad,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO BAGOTES Z12,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,-111.12072,29.09646,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Media,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,EL REAL DEL CATORCE,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,-111.05556,28.96157,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,HACIENDA DE LA FLOR,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,-110.94133,29.07231,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,Potable - Buena calidad,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
3,POZO VIVEROS DE CESUES,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,-110.85297,29.1707,Media,Permisible para riego,Cultivos sensibles,Potable - Dulce,Alta,Potable - Dura,Aceptable,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
3,EL CAMPITO,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,-110.83528,29.08897,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Media,Potable - Dura,Aceptable,No apta como FAAP,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
3,POZO NO. 12V,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,-110.87231,29.1931,Media,Permisible para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Suave,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
3,LAS NORIAS,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,-110.63302,29.04896,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Media,Potable - Dura,Contaminada,Potable - Buena calidad,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
1,RANCHO CERRO DE LAS HORMIGAS,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,-110.75323,29.19417,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Media,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,TECORIPA,NOROESTE,SONORA,LA COLORADA,RIO TECORIPA,POZO,-109.95654,28.62613,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO TEPACHE,NOROESTE,SONORA,TEPACHE,RIO MOCTEZUMA,POZO,-109.53619,29.53688,Alta,Permisible para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO DIVISADEROS,NOROESTE,SONORA,DIVISADEROS,RIO MOCTEZUMA,POZO,-109.47377,29.62448,Alta,Permisible para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,VIÑEDO LOS ARROYOS,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,-111.72465,29.12727,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Media,Potable - Moderadamente suave,Aceptable,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,CAMPO SAN JOSE,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,-111.7881,29.10249,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Media,Potable - Moderadamente suave,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO SANTA ANA,NOROESTE,SONORA,SANTA ANA,MAGDALENA,POZO,-111.11664,30.5497,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,PILA LOMA DE GUADALUPE,NOROESTE,SONORA,ALAMOS,CUCHUJAQUI,POZO,-108.93771,27.02193,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Media,Potable - Dura,Aceptable,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI
1,POZO LA AURORA,NOROESTE,SONORA,ALAMOS,SAN BERNARDO,POZO,-108.9527,27.03958,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Media,Potable - Dura,Aceptable,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
2,COICOBA-JAMBIOLABAMPO,NOROESTE,SONORA,HUATABAMPO,VALLE DEL MAYO,POZO,-109.35634,26.74182,Alta,Indeseable para riego,Cultivos tolerantes,Salobres,Baja,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO #2 ETCHOJOA,NOROESTE,SONORA,ETCHOJOA,VALLE DEL MAYO,POZO,-109.64116,26.9182,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
2,POZO 504,NOROESTE,SONORA,CAJEME,VALLE DEL YAQUI,POZO,-109.95354,27.22643,Media,Dudosa para riego,Cultivos con manejo especial,Ligeramente salobres,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
2,POZO BACUM,NOROESTE,SONORA,BACUM,VALLE DEL YAQUI,POZO,-110.07716,27.54914,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Baja,Muy dura e indeseable usos industrial y domestico,Buena calidad,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Puede afectar la salud,Sin efectos en la salud - Puede dar color al agua,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,NO
1,POZO PUEBLO YAQUI POZO NO. 3,NOROESTE,SONORA,CAJEME,VALLE DEL YAQUI,POZO,-110.04506,27.35044,Media,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
2,GRUPO GAMEZ,NOROESTE,SONORA,GUAYMAS,VALLE DEL YAQUI,POZO,-110.20887,27.55372,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Puede afectar la salud,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
2,POZO SAN JOSE BACUM,NOROESTE,SONORA,BACUM,VALLE DEL YAQUI,POZO,-110.14316,27.51951,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Puede afectar la salud,Potable - Excelente,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI
1,CABORA,NOROESTE,SONORA,QUIRIEGO,COCORAQUE,POZO,-109.55175,27.43473,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,EJIDO EL SABINO,NOROESTE,SONORA,QUIRIEGO,COCORAQUE,POZO,-109.50509,27.79186,Alta,Permisible para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Contaminada,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO TESOPACO,NOROESTE,SONORA,ROSARIO,ROSARIO-TESOPACO-EL QUIRIEGO,POZO,-109.37109,27.83808,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Buena calidad,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
1,POZO CASA BLANCA,NOROESTE,SONORA,CAJEME,VALLE DEL YAQUI,POZO,-109.98356,27.49006,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO SAN MIGUEL DE HORCASITAS,NOROESTE,SONORA,SAN MIGUEL DE HORCASITAS,RIO SAN MIGUEL,POZO,-110.72807,29.48865,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Media,Potable - Dura,Potable - Excelente,Potable - Buena calidad,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO 122,NOROESTE,SONORA,GUAYMAS,VALLE DE GUAYMAS,POZO,-110.67577,28.24131,Alta,Permisible para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Moderadamente suave,Potable - Excelente,Potable - Buena calidad,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO NO. 1 BOCA ABIERTA,NOROESTE,SONORA,EMPALME,VALLE DE GUAYMAS,POZO,-110.54756,27.96825,Media,Permisible para riego,Excelente para riego,Potable - Dulce,Media,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
2,POZO 2 BIS,NOROESTE,SONORA,GUAYMAS,SAN JOSE DE GUAYMAS,POZO,-110.90689,27.99206,Media,Indeseable para riego,Cultivos tolerantes,Salobres,Media,Muy dura e indeseable usos industrial y domestico,Buena calidad,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO EL VALIENTE,NOROESTE,SONORA,GUAYMAS,SAN JOSE DE GUAYMAS,POZO,-110.91963,28.05193,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Suave,Potable - Excelente,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,LOS ARRIEROS,NOROESTE,SONORA,GUAYMAS,SAHUARAL,POZO,-111.04355,28.3203,Media,Buena para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Moderadamente suave,Buena calidad,Potable - Buena calidad,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO EL DESTIERRO,NOROESTE,SONORA,GUAYMAS,VALLE DE GUAYMAS,POZO,-110.68851,28.29499,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
1,LA COLORADA,NOROESTE,SONORA,LA COLORADA,VALLE DE GUAYMAS,POZO,-110.5811,28.79964,Alta,Permisible para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO CARBO,NOROESTE,SONORA,CARBO,RIO ZANJON,POZO,-110.95433,29.68917,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Media,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,EL VERANITO,NOROESTE,SONORA,ALAMOS,VALLE DEL MAYO,POZO,-109.23479,26.96844,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Media,Potable - Dura,Buena calidad,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,SIREBAMPO,NOROESTE,SONORA,HUATABAMPO,FUERTE-MAYO,POZO,-109.23692,26.63968,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
